id,keyword,answer,sentence,options
1417,明,（2）光明，明亮,绕船月明江水寒（《琵琶行并序》）,（1）光亮；（2）光明，明亮；（3）美好的；（4）明达；（5）明白，清楚；（6）明晓，懂得；（7）明显，显然；（8）显示，阐明，表明；（9）圣明，明智；（10）智慧；（11）清明；（12）贤明的人；（13）视力；（14）眼力好，视觉敏锐；（15）神，神灵；（16）今之次，下一个（专指年、月、日）；（17）明白地
1418,明,（2）光明，明亮,击空明兮溯流光（《赤壁赋》）【空明：指月光下的清波】,（1）光亮；（2）光明，明亮；（3）美好的；（4）明达；（5）明白，清楚；（6）明晓，懂得；（7）明显，显然；（8）显示，阐明，表明；（9）圣明，明智；（10）智慧；（11）清明；（12）贤明的人；（13）视力；（14）眼力好，视觉敏锐；（15）神，神灵；（16）今之次，下一个（专指年、月、日）；（17）明白地
1419,明,（3）美好的,大学之道，在明明．德（《大学之道》）,（1）光亮；（2）光明，明亮；（3）美好的；（4）明达；（5）明白，清楚；（6）明晓，懂得；（7）明显，显然；（8）显示，阐明，表明；（9）圣明，明智；（10）智慧；（11）清明；（12）贤明的人；（13）视力；（14）眼力好，视觉敏锐；（15）神，神灵；（16）今之次，下一个（专指年、月、日）；（17）明白地
1420,明,（4）明达,则知明而行无过矣（《劝学》）,（1）光亮；（2）光明，明亮；（3）美好的；（4）明达；（5）明白，清楚；（6）明晓，懂得；（7）明显，显然；（8）显示，阐明，表明；（9）圣明，明智；（10）智慧；（11）清明；（12）贤明的人；（13）视力；（14）眼力好，视觉敏锐；（15）神，神灵；（16）今之次，下一个（专指年、月、日）；（17）明白地
1421,明,（5）明白，清楚,名实已明（《答司马谏议书》）,（1）光亮；（2）光明，明亮；（3）美好的；（4）明达；（5）明白，清楚；（6）明晓，懂得；（7）明显，显然；（8）显示，阐明，表明；（9）圣明，明智；（10）智慧；（11）清明；（12）贤明的人；（13）视力；（14）眼力好，视觉敏锐；（15）神，神灵；（16）今之次，下一个（专指年、月、日）；（17）明白地
1422,明,（6）明晓，懂得,明于治乱（《屈原列传》）,（1）光亮；（2）光明，明亮；（3）美好的；（4）明达；（5）明白，清楚；（6）明晓，懂得；（7）明显，显然；（8）显示，阐明，表明；（9）圣明，明智；（10）智慧；（11）清明；（12）贤明的人；（13）视力；（14）眼力好，视觉敏锐；（15）神，神灵；（16）今之次，下一个（专指年、月、日）；（17）明白地
1423,明,（7）明显，显然,若知我不降明（《苏武传》）,（1）光亮；（2）光明，明亮；（3）美好的；（4）明达；（5）明白，清楚；（6）明晓，懂得；（7）明显，显然；（8）显示，阐明，表明；（9）圣明，明智；（10）智慧；（11）清明；（12）贤明的人；（13）视力；（14）眼力好，视觉敏锐；（15）神，神灵；（16）今之次，下一个（专指年、月、日）；（17）明白地
1424,明,（8）显示，阐明，表明,王者不却众庶，故能明其德（《谏逐客书》）,（1）光亮；（2）光明，明亮；（3）美好的；（4）明达；（5）明白，清楚；（6）明晓，懂得；（7）明显，显然；（8）显示，阐明，表明；（9）圣明，明智；（10）智慧；（11）清明；（12）贤明的人；（13）视力；（14）眼力好，视觉敏锐；（15）神，神灵；（16）今之次，下一个（专指年、月、日）；（17）明白地
1425,明,（8）显示，阐明，表明,大学之道，在明．明德（《大学之道》）,（1）光亮；（2）光明，明亮；（3）美好的；（4）明达；（5）明白，清楚；（6）明晓，懂得；（7）明显，显然；（8）显示，阐明，表明；（9）圣明，明智；（10）智慧；（11）清明；（12）贤明的人；（13）视力；（14）眼力好，视觉敏锐；（15）神，神灵；（16）今之次，下一个（专指年、月、日）；（17）明白地
1426,明,（8）显示，阐明，表明,自见者不明（《〈老子〉四章》）,（1）光亮；（2）光明，明亮；（3）美好的；（4）明达；（5）明白，清楚；（6）明晓，懂得；（7）明显，显然；（8）显示，阐明，表明；（9）圣明，明智；（10）智慧；（11）清明；（12）贤明的人；（13）视力；（14）眼力好，视觉敏锐；（15）神，神灵；（16）今之次，下一个（专指年、月、日）；（17）明白地
1427,明,（8）显示，阐明，表明,明道德之广崇（《屈原列传》）,（1）光亮；（2）光明，明亮；（3）美好的；（4）明达；（5）明白，清楚；（6）明晓，懂得；（7）明显，显然；（8）显示，阐明，表明；（9）圣明，明智；（10）智慧；（11）清明；（12）贤明的人；（13）视力；（14）眼力好，视觉敏锐；（15）神，神灵；（16）今之次，下一个（专指年、月、日）；（17）明白地
1428,明,（9）圣明，明智,吾未见其明也（《师说》）,（1）光亮；（2）光明，明亮；（3）美好的；（4）明达；（5）明白，清楚；（6）明晓，懂得；（7）明显，显然；（8）显示，阐明，表明；（9）圣明，明智；（10）智慧；（11）清明；（12）贤明的人；（13）视力；（14）眼力好，视觉敏锐；（15）神，神灵；（16）今之次，下一个（专指年、月、日）；（17）明白地
1429,明,（9）圣明，明智,是故明君制民之产（《齐桓晋文之事》）,（1）光亮；（2）光明，明亮；（3）美好的；（4）明达；（5）明白，清楚；（6）明晓，懂得；（7）明显，显然；（8）显示，阐明，表明；（9）圣明，明智；（10）智慧；（11）清明；（12）贤明的人；（13）视力；（14）眼力好，视觉敏锐；（15）神，神灵；（16）今之次，下一个（专指年、月、日）；（17）明白地
1430,明,（9）圣明，明智,而况于明哲乎（《谏太宗十思疏》）,（1）光亮；（2）光明，明亮；（3）美好的；（4）明达；（5）明白，清楚；（6）明晓，懂得；（7）明显，显然；（8）显示，阐明，表明；（9）圣明，明智；（10）智慧；（11）清明；（12）贤明的人；（13）视力；（14）眼力好，视觉敏锐；（15）神，神灵；（16）今之次，下一个（专指年、月、日）；（17）明白地
1431,明,（9）圣明，明智,自知者明（《〈老子〉四章》）,（1）光亮；（2）光明，明亮；（3）美好的；（4）明达；（5）明白，清楚；（6）明晓，懂得；（7）明显，显然；（8）显示，阐明，表明；（9）圣明，明智；（10）智慧；（11）清明；（12）贤明的人；（13）视力；（14）眼力好，视觉敏锐；（15）神，神灵；（16）今之次，下一个（专指年、月、日）；（17）明白地
1432,明,（10）智慧,而神明自得，圣心备焉（《劝学》）,（1）光亮；（2）光明，明亮；（3）美好的；（4）明达；（5）明白，清楚；（6）明晓，懂得；（7）明显，显然；（8）显示，阐明，表明；（9）圣明，明智；（10）智慧；（11）清明；（12）贤明的人；（13）视力；（14）眼力好，视觉敏锐；（15）神，神灵；（16）今之次，下一个（专指年、月、日）；（17）明白地
1433,明,（11）清明,如听仙乐耳暂明（《琵琶行并序》）,（1）光亮；（2）光明，明亮；（3）美好的；（4）明达；（5）明白，清楚；（6）明晓，懂得；（7）明显，显然；（8）显示，阐明，表明；（9）圣明，明智；（10）智慧；（11）清明；（12）贤明的人；（13）视力；（14）眼力好，视觉敏锐；（15）神，神灵；（16）今之次，下一个（专指年、月、日）；（17）明白地
1434,明,（12）贤明的人,谗谄之蔽明也（《屈原列传》）,（1）光亮；（2）光明，明亮；（3）美好的；（4）明达；（5）明白，清楚；（6）明晓，懂得；（7）明显，显然；（8）显示，阐明，表明；（9）圣明，明智；（10）智慧；（11）清明；（12）贤明的人；（13）视力；（14）眼力好，视觉敏锐；（15）神，神灵；（16）今之次，下一个（专指年、月、日）；（17）明白地
1435,明,（13）视力,明足以察秋毫之末（《齐桓晋文之事》）,（1）光亮；（2）光明，明亮；（3）美好的；（4）明达；（5）明白，清楚；（6）明晓，懂得；（7）明显，显然；（8）显示，阐明，表明；（9）圣明，明智；（10）智慧；（11）清明；（12）贤明的人；（13）视力；（14）眼力好，视觉敏锐；（15）神，神灵；（16）今之次，下一个（专指年、月、日）；（17）明白地
1436,明,（14）眼力好，视觉敏锐,役聪明之耳目（《谏太宗十思疏》）,（1）光亮；（2）光明，明亮；（3）美好的；（4）明达；（5）明白，清楚；（6）明晓，懂得；（7）明显，显然；（8）显示，阐明，表明；（9）圣明，明智；（10）智慧；（11）清明；（12）贤明的人；（13）视力；（14）眼力好，视觉敏锐；（15）神，神灵；（16）今之次，下一个（专指年、月、日）；（17）明白地
1437,明,（15）神，神灵,神明庇佑（《林教头风雪山神庙》）,（1）光亮；（2）光明，明亮；（3）美好的；（4）明达；（5）明白，清楚；（6）明晓，懂得；（7）明显，显然；（8）显示，阐明，表明；（9）圣明，明智；（10）智慧；（11）清明；（12）贤明的人；（13）视力；（14）眼力好，视觉敏锐；（15）神，神灵；（16）今之次，下一个（专指年、月、日）；（17）明白地
1438,明,（16）今之次，下一个（专指年、月、日）,明年秋，送客湓浦口（《琵琶行并序》）,（1）光亮；（2）光明，明亮；（3）美好的；（4）明达；（5）明白，清楚；（6）明晓，懂得；（7）明显，显然；（8）显示，阐明，表明；（9）圣明，明智；（10）智慧；（11）清明；（12）贤明的人；（13）视力；（14）眼力好，视觉敏锐；（15）神，神灵；（16）今之次，下一个（专指年、月、日）；（17）明白地
1439,明,（16）今之次，下一个（专指年、月、日）,今年欢笑复明年（《琵琶行并序》）,（1）光亮；（2）光明，明亮；（3）美好的；（4）明达；（5）明白，清楚；（6）明晓，懂得；（7）明显，显然；（8）显示，阐明，表明；（9）圣明，明智；（10）智慧；（11）清明；（12）贤明的人；（13）视力；（14）眼力好，视觉敏锐；（15）神，神灵；（16）今之次，下一个（专指年、月、日）；（17）明白地
1440,明,（16）今之次，下一个（专指年、月、日）,明日割十城（《六国论》）,（1）光亮；（2）光明，明亮；（3）美好的；（4）明达；（5）明白，清楚；（6）明晓，懂得；（7）明显，显然；（8）显示，阐明，表明；（9）圣明，明智；（10）智慧；（11）清明；（12）贤明的人；（13）视力；（14）眼力好，视觉敏锐；（15）神，神灵；（16）今之次，下一个（专指年、月、日）；（17）明白地
1441,明,（17）明白地,愿夫子辅吾志，明以教我（《齐桓晋文之事》）,（1）光亮；（2）光明，明亮；（3）美好的；（4）明达；（5）明白，清楚；（6）明晓，懂得；（7）明显，显然；（8）显示，阐明，表明；（9）圣明，明智；（10）智慧；（11）清明；（12）贤明的人；（13）视力；（14）眼力好，视觉敏锐；（15）神，神灵；（16）今之次，下一个（专指年、月、日）；（17）明白地
1442,明,（17）明白地,三桩儿誓愿明题遍（《窦娥冤》）,（1）光亮；（2）光明，明亮；（3）美好的；（4）明达；（5）明白，清楚；（6）明晓，懂得；（7）明显，显然；（8）显示，阐明，表明；（9）圣明，明智；（10）智慧；（11）清明；（12）贤明的人；（13）视力；（14）眼力好，视觉敏锐；（15）神，神灵；（16）今之次，下一个（专指年、月、日）；（17）明白地
1443,明,（17）明白地,非独蜀之人士及二州牧伯所见明知（《陈情表》）,（1）光亮；（2）光明，明亮；（3）美好的；（4）明达；（5）明白，清楚；（6）明晓，懂得；（7）明显，显然；（8）显示，阐明，表明；（9）圣明，明智；（10）智慧；（11）清明；（12）贤明的人；（13）视力；（14）眼力好，视觉敏锐；（15）神，神灵；（16）今之次，下一个（专指年、月、日）；（17）明白地
1444,名,（1）名字,名属教坊第一部（《琵琶行并序》）,（1）名字；（2）事物的名称；（3）名目，种类；（4）命名，取名；（5）名声，名誉；（6）闻名；（7）著名的
1445,名,（1）名字,屈原者，名平（《屈原列传》）,（1）名字；（2）事物的名称；（3）名目，种类；（4）命名，取名；（5）名声，名誉；（6）闻名；（7）著名的
1446,名,（1）名字,肇锡余以嘉名（《离骚（节选）》）,（1）名字；（2）事物的名称；（3）名目，种类；（4）命名，取名；（5）名声，名誉；（6）闻名；（7）著名的
1447,名,（2）事物的名称,多识于鸟兽草木之名（《〈论语〉十二章》）,（1）名字；（2）事物的名称；（3）名目，种类；（4）命名，取名；（5）名声，名誉；（6）闻名；（7）著名的
1448,名,（3）名目，种类,盖儒者所争，尤在于名实（《答司马谏议书》）,（1）名字；（2）事物的名称；（3）名目，种类；（4）命名，取名；（5）名声，名誉；（6）闻名；（7）著名的
1449,名,（4）命名，取名,自名“蟹壳青”（《促织》）,（1）名字；（2）事物的名称；（3）名目，种类；（4）命名，取名；（5）名声，名誉；（6）闻名；（7）著名的
1450,名,（4）命名，取名,名余曰正则兮（《离骚（节选）》）,（1）名字；（2）事物的名称；（3）名目，种类；（4）命名，取名；（5）名声，名誉；（6）闻名；（7）著名的
1451,名,（4）命名，取名,名我固当（《种树郭橐驼传》）【引申为称呼】,（1）名字；（2）事物的名称；（3）名目，种类；（4）命名，取名；（5）名声，名誉；（6）闻名；（7）著名的
1452,名,（4）命名，取名,而此独以钟名（《石钟山记》）,（1）名字；（2）事物的名称；（3）名目，种类；（4）命名，取名；（5）名声，名誉；（6）闻名；（7）著名的
1453,名,（5）名声，名誉,是使国无富利之实而秦无强大之名也（《谏逐客书》）,（1）名字；（2）事物的名称；（3）名目，种类；（4）命名，取名；（5）名声，名誉；（6）闻名；（7）著名的
1454,名,（5）名声，名誉,不矜名节（《陈情表》）,（1）名字；（2）事物的名称；（3）名目，种类；（4）命名，取名；（5）名声，名誉；（6）闻名；（7）著名的
1455,名,（6）闻名,出师一表真名世（《书愤》）,（1）名字；（2）事物的名称；（3）名目，种类；（4）命名，取名；（5）名声，名誉；（6）闻名；（7）著名的
1456,名,（7）著名的,须行即骑访名山（《梦游天姥吟留别》）,（1）名字；（2）事物的名称；（3）名目，种类；（4）命名，取名；（5）名声，名誉；（6）闻名；（7）著名的
1457,名,（7）著名的,诏赐抚臣名马衣缎（《促织》）,（1）名字；（2）事物的名称；（3）名目，种类；（4）命名，取名；（5）名声，名誉；（6）闻名；（7）著名的
1458,名,（7）著名的,隳名城（《过秦论》）,（1）名字；（2）事物的名称；（3）名目，种类；（4）命名，取名；（5）名声，名誉；（6）闻名；（7）著名的
1459,命,（1）命人备置,遂命酒（《琵琶行并序》）,（1）命人备置；（2）命令；（3）任命；（4）命名，称为；（5）生命，寿命；（6）生存，生活；（7）使命；（8）天命，命运
1460,命,（1）命人备置,或命巾车（《归去来兮辞并序》）,（1）命人备置；（2）命令；（3）任命；（4）命名，称为；（5）生命，寿命；（6）生存，生活；（7）使命；（8）天命，命运
1461,命,（2）命令,某则以谓受命于人主（《答司马谏议书》）,（1）命人备置；（2）命令；（3）任命；（4）命名，称为；（5）生命，寿命；（6）生存，生活；（7）使命；（8）天命，命运
1462,命,（2）命令,官命促尔耕（《种树郭橐驼传》）,（1）命人备置；（2）命令；（3）任命；（4）命名，称为；（5）生命，寿命；（6）生存，生活；（7）使命；（8）天命，命运
1463,命,（3）任命,辞不赴命（《陈情表》）,（1）命人备置；（2）命令；（3）任命；（4）命名，称为；（5）生命，寿命；（6）生存，生活；（7）使命；（8）天命，命运
1464,命,（3）任命,宠命优渥（《陈情表》）,（1）命人备置；（2）命令；（3）任命；（4）命名，称为；（5）生命，寿命；（6）生存，生活；（7）使命；（8）天命，命运
1465,命,（4）命名，称为,命曰《琵琶行》）（《琵琶行并序》）,（1）命人备置；（2）命令；（3）任命；（4）命名，称为；（5）生命，寿命；（6）生存，生活；（7）使命；（8）天命，命运
1466,命,（4）命名，称为,命篇曰《归去来兮》）（《归去来兮辞并序》）,（1）命人备置；（2）命令；（3）任命；（4）命名，称为；（5）生命，寿命；（6）生存，生活；（7）使命；（8）天命，命运
1467,命,（5）生命，寿命,臣请入，与之同命（《鸿门宴》）,（1）命人备置；（2）命令；（3）任命；（4）命名，称为；（5）生命，寿命；（6）生存，生活；（7）使命；（8）天命，命运
1468,命,（5）生命，寿命,为善的受贫穷更命短（《窦娥冤》）,（1）命人备置；（2）命令；（3）任命；（4）命名，称为；（5）生命，寿命；（6）生存，生活；（7）使命；（8）天命，命运
1469,命,（5）生命，寿命,故天子一跬步，皆关民命（《促织》）,（1）命人备置；（2）命令；（3）任命；（4）命名，称为；（5）生命，寿命；（6）生存，生活；（7）使命；（8）天命，命运
1470,命,（5）生命，寿命,委命下吏（《过秦论》）,（1）命人备置；（2）命令；（3）任命；（4）命名，称为；（5）生命，寿命；（6）生存，生活；（7）使命；（8）天命，命运
1471,命,（5）生命，寿命,命如南山石（《孔雀东南飞并序》）,（1）命人备置；（2）命令；（3）任命；（4）命名，称为；（5）生命，寿命；（6）生存，生活；（7）使命；（8）天命，命运
1472,命,（6）生存，生活,更相为命（《陈情表》）,（1）命人备置；（2）命令；（3）任命；（4）命名，称为；（5）生命，寿命；（6）生存，生活；（7）使命；（8）天命，命运
1473,命,（7）使命,承天景命（《谏太宗十思疏》）,（1）命人备置；（2）命令；（3）任命；（4）命名，称为；（5）生命，寿命；（6）生存，生活；（7）使命；（8）天命，命运
1474,命,（7）使命,屈节辱命（《苏武传》）,（1）命人备置；（2）命令；（3）任命；（4）命名，称为；（5）生命，寿命；（6）生存，生活；（7）使命；（8）天命，命运
1475,命,（8）天命，命运,虽曰天命，岂非人事哉（《五代史伶官传序》）,（1）命人备置；（2）命令；（3）任命；（4）命名，称为；（5）生命，寿命；（6）生存，生活；（7）使命；（8）天命，命运
1476,命,（8）天命，命运,人生亦有命（《拟行路难·其四》）,（1）命人备置；（2）命令；（3）任命；（4）命名，称为；（5）生命，寿命；（6）生存，生活；（7）使命；（8）天命，命运
1477,莫,（1）“暮”的本字。日落时，傍晚,至莫夜月明（《石钟山记》）,（1）“暮”的本字。日落时，傍晚；（2）“暮”的本字。晚，时间将尽；（3）没有谁，没有什么；（4）不，不能；（5）不要；（6）或许，大约，莫非
1478,莫,（2）“暮”的本字。晚，时间将尽,莫春者，春服既成（《侍坐章》）,（1）“暮”的本字。日落时，傍晚；（2）“暮”的本字。晚，时间将尽；（3）没有谁，没有什么；（4）不，不能；（5）不要；（6）或许，大约，莫非
1479,莫,（3）没有谁，没有什么,而卒莫消长也（《赤壁赋》）,（1）“暮”的本字。日落时，傍晚；（2）“暮”的本字。晚，时间将尽；（3）没有谁，没有什么；（4）不，不能；（5）不要；（6）或许，大约，莫非
1480,莫,（3）没有谁，没有什么,保民而王，莫之能御也（《齐桓晋文之事》）,（1）“暮”的本字。日落时，傍晚；（2）“暮”的本字。晚，时间将尽；（3）没有谁，没有什么；（4）不，不能；（5）不要；（6）或许，大约，莫非
1481,莫,（3）没有谁，没有什么,莫不中音（《庖丁解牛》）,（1）“暮”的本字。日落时，傍晚；（2）“暮”的本字。晚，时间将尽；（3）没有谁，没有什么；（4）不，不能；（5）不要；（6）或许，大约，莫非
1482,莫,（3）没有谁，没有什么,莫不殷忧而道著（《谏太宗十思疏》）,（1）“暮”的本字。日落时，傍晚；（2）“暮”的本字。晚，时间将尽；（3）没有谁，没有什么；（4）不，不能；（5）不要；（6）或许，大约，莫非
1483,莫,（3）没有谁，没有什么,众莫不知（《屈原列传》）,（1）“暮”的本字。日落时，傍晚；（2）“暮”的本字。晚，时间将尽；（3）没有谁，没有什么；（4）不，不能；（5）不要；（6）或许，大约，莫非
1484,莫,（3）没有谁，没有什么,非我莫能为（《屈原列传》）,（1）“暮”的本字。日落时，傍晚；（2）“暮”的本字。晚，时间将尽；（3）没有谁，没有什么；（4）不，不能；（5）不要；（6）或许，大约，莫非
1485,莫,（3）没有谁，没有什么,终莫敢直谏（《屈原列传》）,（1）“暮”的本字。日落时，傍晚；（2）“暮”的本字。晚，时间将尽；（3）没有谁，没有什么；（4）不，不能；（5）不要；（6）或许，大约，莫非
1486,莫,（3）没有谁，没有什么,莫能如也（《种树郭橐驼传》）,（1）“暮”的本字。日落时，傍晚；（2）“暮”的本字。晚，时间将尽；（3）没有谁，没有什么；（4）不，不能；（5）不要；（6）或许，大约，莫非
1487,莫,（4）不，不能,虽一毫而莫取（《赤壁赋》）,（1）“暮”的本字。日落时，傍晚；（2）“暮”的本字。晚，时间将尽；（3）没有谁，没有什么；（4）不，不能；（5）不要；（6）或许，大约，莫非
1488,莫,（4）不，不能,成仓猝莫知所救（《促织》）,（1）“暮”的本字。日落时，傍晚；（2）“暮”的本字。晚，时间将尽；（3）没有谁，没有什么；（4）不，不能；（5）不要；（6）或许，大约，莫非
1489,莫,（4）不，不能,小子，何莫学夫《诗》）（《〈论语〉十二章》）,（1）“暮”的本字。日落时，傍晚；（2）“暮”的本字。晚，时间将尽；（3）没有谁，没有什么；（4）不，不能；（5）不要；（6）或许，大约，莫非
1490,莫,（4）不，不能,一夫当关，万夫莫开（《蜀道难》）,（1）“暮”的本字。日落时，傍晚；（2）“暮”的本字。晚，时间将尽；（3）没有谁，没有什么；（4）不，不能；（5）不要；（6）或许，大约，莫非
1491,莫,（5）不要,莫辞更坐弹一曲（《琵琶行并序》）,（1）“暮”的本字。日落时，傍晚；（2）“暮”的本字。晚，时间将尽；（3）没有谁，没有什么；（4）不，不能；（5）不要；（6）或许，大约，莫非
1492,莫,（5）不要,莫使金樽空对月（《将进酒》）,（1）“暮”的本字。日落时，傍晚；（2）“暮”的本字。晚，时间将尽；（3）没有谁，没有什么；（4）不，不能；（5）不要；（6）或许，大约，莫非
1493,莫,（5）不要,遣去慎莫留（《孔雀东南飞并序》）,（1）“暮”的本字。日落时，傍晚；（2）“暮”的本字。晚，时间将尽；（3）没有谁，没有什么；（4）不，不能；（5）不要；（6）或许，大约，莫非
1494,莫,（6）或许，大约，莫非,这人莫不与林教头身上有些干碍（《林教头风雪山神庙》）,（1）“暮”的本字。日落时，傍晚；（2）“暮”的本字。晚，时间将尽；（3）没有谁，没有什么；（4）不，不能；（5）不要；（6）或许，大约，莫非
1495,谋,（1）谋虑，谋划,竖子不足与谋（《鸿门宴》）,（1）谋虑，谋划；（2）图谋，算计；（3）谋求；（4）计策，谋略；（5）计议，商议
1496,谋,（1）谋虑，谋划,所以为汝谋者惟恐未尽（《与妻书》）,（1）谋虑，谋划；（2）图谋，算计；（3）谋求；（4）计策，谋略；（5）计议，商议
1497,谋,（1）谋虑，谋划,以赂秦之地封天下之谋臣（《六国论》）,（1）谋虑，谋划；（2）图谋，算计；（3）谋求；（4）计策，谋略；（5）计议，商议
1498,谋,（1）谋虑，谋划,其未兆易谋（《〈老子〉四章》）,（1）谋虑，谋划；（2）图谋，算计；（3）谋求；（4）计策，谋略；（5）计议，商议
1499,谋,（1）谋虑，谋划,本无谋，又非亲属，何谓相坐（《苏武传》）,（1）谋虑，谋划；（2）图谋，算计；（3）谋求；（4）计策，谋略；（5）计议，商议
1500,谋,（1）谋虑，谋划,深谋远虑，行军用兵之道（《过秦论》）,（1）谋虑，谋划；（2）图谋，算计；（3）谋求；（4）计策，谋略；（5）计议，商议
1501,谋,（2）图谋，算计,会缑王与长水虞常等谋反匈奴中（《苏武传》）,（1）谋虑，谋划；（2）图谋，算计；（3）谋求；（4）计策，谋略；（5）计议，商议
1502,谋,（2）图谋，算计,阴相与谋劫单于母阏氏归汉（《苏武传》）,（1）谋虑，谋划；（2）图谋，算计；（3）谋求；（4）计策，谋略；（5）计议，商议
1503,谋,（2）图谋，算计,即谋单于，何以复加（《苏武传》）,（1）谋虑，谋划；（2）图谋，算计；（3）谋求；（4）计策，谋略；（5）计议，商议
1504,谋,（3）谋求,为天下人谋永福也（《与妻书》）,（1）谋虑，谋划；（2）图谋，算计；（3）谋求；（4）计策，谋略；（5）计议，商议
1505,谋,（3）谋求,百计营谋不能脱（《促织》）,（1）谋虑，谋划；（2）图谋，算计；（3）谋求；（4）计策，谋略；（5）计议，商议
1506,谋,（3）谋求,会盟而谋弱秦（《过秦论》）,（1）谋虑，谋划；（2）图谋，算计；（3）谋求；（4）计策，谋略；（5）计议，商议
1507,谋,（4）计策，谋略,则智者尽其谋（《谏太宗十思疏》）,（1）谋虑，谋划；（2）图谋，算计；（3）谋求；（4）计策，谋略；（5）计议，商议
1508,谋,（5）计议，商议,聚族而谋曰（《五石之瓠》）,（1）谋虑，谋划；（2）图谋，算计；（3）谋求；（4）计策，谋略；（5）计议，商议
1509,谋,（5）计议，商议,匪来贸丝，来即我谋（《氓》）,（1）谋虑，谋划；（2）图谋，算计；（3）谋求；（4）计策，谋略；（5）计议，商议
1510,难,（1）困难，不易,慨当以慷，忧思难忘（《短歌行》）,（1）困难，不易；（2）不能，不好；（3）危难，祸患；（4）变乱；（5）排斥
1511,难,（1）困难，不易,烟涛微茫信难求（《梦游天姥吟留别》）,（1）困难，不易；（2）不能，不好；（3）危难，祸患；（4）变乱；（5）排斥
1512,难,（1）困难，不易,艰难苦恨繁霜鬓（《登高》）,（1）困难，不易；（2）不能，不好；（3）危难，祸患；（4）变乱；（5）排斥
1513,难,（1）困难，不易,欲人之无惑也难矣（《师说》）,（1）困难，不易；（2）不能，不好；（3）危难，祸患；（4）变乱；（5）排斥
1514,难,（1）困难，不易,吾见其难为（《庖丁解牛》）,（1）困难，不易；（2）不能，不好；（3）危难，祸患；（4）变乱；（5）排斥
1515,难,（1）困难，不易,君知其难也（《烛之武退秦师》）,（1）困难，不易；（2）不能，不好；（3）危难，祸患；（4）变乱；（5）排斥
1516,难,（1）困难，不易,画图难足（《桂枝香·金陵怀古》）,（1）困难，不易；（2）不能，不好；（3）危难，祸患；（4）变乱；（5）排斥
1517,难,（1）困难，不易,不贵难得之货（《〈老子〉四章》）,（1）困难，不易；（2）不能，不好；（3）危难，祸患；（4）变乱；（5）排斥
1518,难,（2）不能，不好,使百姓有口难言（《窦娥冤》）,（1）困难，不易；（2）不能，不好；（3）危难，祸患；（4）变乱；（5）排斥
1519,难,（2）不能，不好,杀人可恕，情理难容（《林教头风雪山神庙》）,（1）困难，不易；（2）不能，不好；（3）危难，祸患；（4）变乱；（5）排斥
1520,难,（3）危难，祸患,越有难（《五石之瓠》）,（1）困难，不易；（2）不能，不好；（3）危难，祸患；（4）变乱；（5）排斥
1521,难,（4）变乱,一夫作难而七庙隳（《过秦论》）,（1）困难，不易；（2）不能，不好；（3）危难，祸患；（4）变乱；（5）排斥
1522,难,（5）排斥,辟邪说，难壬人（《答司马谏议书》）,（1）困难，不易；（2）不能，不好；（3）危难，祸患；（4）变乱；（5）排斥
1523,内,（1）里面，里头。与“外”相对,至日观数里内无树（《登泰山记》）,（1）里面，里头。与“外”相对；（2）内心；（3）同“纳”。使进入，放入；（4）同“纳”。接纳，容纳，采纳
1524,内,（1）里面，里头。与“外”相对,海内之地（《齐桓晋文之事》）,（1）里面，里头。与“外”相对；（2）内心；（3）同“纳”。使进入，放入；（4）同“纳”。接纳，容纳，采纳
1525,内,（1）里面，里头。与“外”相对,内自虚而外树怨于诸侯（《谏逐客书》）,（1）里面，里头。与“外”相对；（2）内心；（3）同“纳”。使进入，放入；（4）同“纳”。接纳，容纳，采纳
1526,内,（1）里面，里头。与“外”相对,一日之内，一宫之间（《阿房宫赋》）,（1）里面，里头。与“外”相对；（2）内心；（3）同“纳”。使进入，放入；（4）同“纳”。接纳，容纳，采纳
1527,内,（1）里面，里头。与“外”相对,故内惑于郑袖（《屈原列传》）,（1）里面，里头。与“外”相对；（2）内心；（3）同“纳”。使进入，放入；（4）同“纳”。接纳，容纳，采纳
1528,内,（1）里面，里头。与“外”相对,包举宇内（《过秦论》）,（1）里面，里头。与“外”相对；（2）内心；（3）同“纳”。使进入，放入；（4）同“纳”。接纳，容纳，采纳
1529,内,（1）里面，里头。与“外”相对,纷吾既有此内美兮（《离骚（节选）》）,（1）里面，里头。与“外”相对；（2）内心；（3）同“纳”。使进入，放入；（4）同“纳”。接纳，容纳，采纳
1530,内,（2）内心,见不贤而内自省也（〈论语〉十二章）,（1）里面，里头。与“外”相对；（2）内心；（3）同“纳”。使进入，放入；（4）同“纳”。接纳，容纳，采纳
1531,内,（3）同“纳”。使进入，放入,距关，毋内诸侯（《鸿门宴》）,（1）里面，里头。与“外”相对；（2）内心；（3）同“纳”。使进入，放入；（4）同“纳”。接纳，容纳，采纳
1532,内,（3）同“纳”。使进入，放入,交戟之卫士欲止不内（《鸿门宴》）,（1）里面，里头。与“外”相对；（2）内心；（3）同“纳”。使进入，放入；（4）同“纳”。接纳，容纳，采纳
1533,内,（4）同“纳”。接纳，容纳，采纳,向使四君却客而不内（《谏逐客书》）,（1）里面，里头。与“外”相对；（2）内心；（3）同“纳”。使进入，放入；（4）同“纳”。接纳，容纳，采纳
